experiment.name,experiment.seed,training.epochs,training.batch_size,training.threads,training.val_split,training.autotune,dataset.manifest,dataset.filters.include_negatives,dataset.filters.balance,dataset.filters.max_per_class,dataset.filters.quality,dataset.filters.call_type,dataset.filters.source_root,dataset.filters.splits,dataset.filters.manifest,dataset.filters.seed,dataset.counts_selected.pos,dataset.counts_selected.neg,dataset.breakdown_selected.positive_quality.high,dataset.breakdown_selected.positive_quality.medium,dataset.breakdown_selected.positive_call_type.growl,dataset.breakdown_selected.positive_call_type.grunt,dataset.breakdown_selected.negative_total,metrics.iid.default_0.5.threshold,metrics.iid.default_0.5.precision,metrics.iid.default_0.5.recall,metrics.iid.default_0.5.f1,metrics.iid.default_0.5.accuracy,metrics.iid.default_0.5.tp,metrics.iid.default_0.5.fp,metrics.iid.default_0.5.fn,metrics.iid.default_0.5.tn,metrics.iid.best_f1.threshold,metrics.iid.best_f1.precision,metrics.iid.best_f1.recall,metrics.iid.best_f1.f1,metrics.iid.best_f1.accuracy,metrics.iid.best_f1.tp,metrics.iid.best_f1.fp,metrics.iid.best_f1.fn,metrics.iid.best_f1.tn,metrics.iid.high_precision.threshold,metrics.iid.high_precision.precision,metrics.iid.high_precision.recall,metrics.iid.high_precision.f1,metrics.iid.high_precision.accuracy,metrics.iid.high_precision.tp,metrics.iid.high_precision.fp,metrics.iid.high_precision.fn,metrics.iid.high_precision.tn,metrics.iid.auroc,metrics.iid.auprc,metrics.ood.default_0.5.threshold,metrics.ood.default_0.5.precision,metrics.ood.default_0.5.recall,metrics.ood.default_0.5.f1,metrics.ood.default_0.5.accuracy,metrics.ood.default_0.5.tp,metrics.ood.default_0.5.fp,metrics.ood.default_0.5.fn,metrics.ood.default_0.5.tn,metrics.ood.best_f1.threshold,metrics.ood.best_f1.precision,metrics.ood.best_f1.recall,metrics.ood.best_f1.f1,metrics.ood.best_f1.accuracy,metrics.ood.best_f1.tp,metrics.ood.best_f1.fp,metrics.ood.best_f1.fn,metrics.ood.best_f1.tn,metrics.ood.high_precision.threshold,metrics.ood.high_precision.precision,metrics.ood.high_precision.recall,metrics.ood.high_precision.f1,metrics.ood.high_precision.accuracy,metrics.ood.high_precision.tp,metrics.ood.high_precision.fp,metrics.ood.high_precision.fn,metrics.ood.high_precision.tn,metrics.ood.auroc,metrics.ood.auprc,metadata.timestamp,metadata.git_commit,metadata.hostname,metadata.user,__exp_path,metrics.iid.high_precision,training_args.fmin,training_args.fmax,analyzer_args.fmin,analyzer_args.fmax,analyzer_args.sensitivity,dataset.breakdown_selected.positive_quality.low,dataset.breakdown_selected.positive_call_type.both,metrics.ood.high_precision,training_args.overlap,analyzer_args.overlap,training_args.focal-loss,training_args.focal-loss-gamma,training_args.focal-loss-alpha,training_args.learning_rate,training.dropout,training_args.hidden_units,training_args.mixup,training_args.dropout,training_args.label_smoothing,training_args.upsampling_mode,training_args.upsampling_ratio
stage2b_037,123,50,32,4,0.2,False,data/manifest.csv,True,True,,"['high', 'medium']",,data\splits,['train'],data\manifest.csv,123,2017,2017,245,1772.0,82,1157,2017,0.5,0.0,0.0,0.0,0.722,0,0,716,1857,0.95,0.689,0.837,0.756,0.85,599,270,117,1587,,,,,,,,,,0.917,0.971,0.5,0.0,0.0,0.0,0.599,0,0,969,1447,0.95,0.755,0.836,0.793,0.825,810,263,159,1184,,,,,,,,,,0.904,0.948,2025-09-23T11:01:03.554091Z,9dfc2d5a15c32d8f91787ad18f99b49decf8cacb,TylerSchwenksPC,tyler,experiments\stage2b_037,,0.0,15000.0,0.0,15000.0,1.0,,778.0,,0.0,0.0,False,0.0,0.0,0.001,,512.0,False,0.25,True,repeat,0.0
stage2b_038,456,50,32,4,0.2,False,data/manifest.csv,True,True,,"['high', 'medium']",,data\splits,['train'],data\manifest.csv,456,2017,2017,245,1772.0,82,1157,2017,0.5,0.0,0.0,0.0,0.545,0,0,1679,2008,0.95,0.659,0.985,0.79,0.761,1653,854,26,1154,,,,,,,,,,0.775,0.866,0.5,0.0,0.0,0.0,0.399,0,0,3284,2183,0.95,0.719,0.981,0.83,0.759,3223,1258,61,925,,,,,,,,,,0.672,0.707,2025-09-23T11:21:26.828256Z,9dfc2d5a15c32d8f91787ad18f99b49decf8cacb,TylerSchwenksPC,tyler,experiments\stage2b_038,,0.0,15000.0,0.0,15000.0,1.0,,778.0,,0.0,0.0,False,0.0,0.0,0.001,,512.0,False,0.25,True,repeat,0.0
stage2b_039,789,50,32,4,0.2,False,data/manifest.csv,True,True,,"['high', 'medium']",,data\splits,['train'],data\manifest.csv,789,2017,2017,245,1772.0,82,1157,2017,0.5,0.0,0.0,0.0,0.794,0,0,336,1293,1.0,0.434,0.976,0.601,0.732,328,428,8,865,,,,,,,,,,0.902,0.971,0.5,0.0,0.0,0.0,0.467,0,0,1455,1273,1.0,0.743,0.867,0.8,0.769,1262,437,193,836,,,,,,,,,,0.761,0.733,2025-09-23T11:41:04.532018Z,9dfc2d5a15c32d8f91787ad18f99b49decf8cacb,TylerSchwenksPC,tyler,experiments\stage2b_039,,0.0,15000.0,0.0,15000.0,1.0,,778.0,,0.0,0.0,False,0.0,0.0,0.001,,512.0,False,0.25,True,repeat,0.0
stage2b_040,123,50,32,4,0.2,False,data/manifest.csv,True,True,,"['high', 'medium']",,data\splits,['train'],data\manifest.csv,123,2017,2017,245,1772.0,82,1157,2017,0.5,0.0,0.0,0.0,0.678,0,0,1143,2404,1.0,0.403,0.14,0.208,0.656,160,237,983,2167,,,,,,,,,,0.522,0.688,0.5,0.0,0.0,0.0,0.478,0,0,2140,1958,1.0,0.452,0.073,0.126,0.47,157,190,1983,1768,,,,,,,,,,0.489,0.472,2025-09-23T12:00:57.771741Z,9dfc2d5a15c32d8f91787ad18f99b49decf8cacb,TylerSchwenksPC,tyler,experiments\stage2b_040,,0.0,15000.0,0.0,15000.0,1.0,,778.0,,0.0,0.0,True,2.0,0.25,0.001,,512.0,False,0.25,True,repeat,0.0
stage2b_041,456,50,32,4,0.2,False,data/manifest.csv,True,True,,"['high', 'medium']",,data\splits,['train'],data\manifest.csv,456,2017,2017,245,1772.0,82,1157,2017,0.5,0.0,0.0,0.0,0.664,0,0,1360,2683,1.0,0.455,0.907,0.606,0.603,1233,1479,127,1204,,,,,,,,,,0.722,0.833,0.5,0.0,0.0,0.0,0.473,0,0,2380,2132,1.0,0.568,0.552,0.56,0.543,1314,998,1066,1134,,,,,,,,,,0.558,0.509,2025-09-23T12:20:44.618416Z,9dfc2d5a15c32d8f91787ad18f99b49decf8cacb,TylerSchwenksPC,tyler,experiments\stage2b_041,,0.0,15000.0,0.0,15000.0,1.0,,778.0,,0.0,0.0,True,2.0,0.25,0.001,,512.0,False,0.25,True,repeat,0.0
stage2b_042,789,50,32,4,0.2,False,data/manifest.csv,True,True,,"['high', 'medium']",,data\splits,['train'],data\manifest.csv,789,2017,2017,245,1772.0,82,1157,2017,0.5,0.0,0.0,0.0,0.656,0,0,948,1804,1.0,0.424,0.997,0.595,0.533,945,1283,3,521,,,,,,,,,,0.664,0.825,0.5,0.0,0.0,0.0,0.459,0,0,1875,1590,1.0,0.567,0.961,0.714,0.582,1802,1374,73,216,,,,,,,,,,0.459,0.488,2025-09-23T12:40:25.125120Z,9dfc2d5a15c32d8f91787ad18f99b49decf8cacb,TylerSchwenksPC,tyler,experiments\stage2b_042,,0.0,15000.0,0.0,15000.0,1.0,,778.0,,0.0,0.0,True,2.0,0.25,0.001,,512.0,False,0.25,True,repeat,0.0
stage2b_043,123,50,32,4,0.2,False,data/manifest.csv,True,True,,"['high', 'medium']",,data\splits,['train'],data\manifest.csv,123,2017,2017,245,1772.0,82,1157,2017,0.5,0.0,0.0,0.0,0.661,0,0,1016,1985,1.0,0.355,1.0,0.525,0.386,1016,1842,0,143,,,,,,,,,,0.569,0.783,0.5,0.0,0.0,0.0,0.465,0,0,1940,1689,1.0,0.537,1.0,0.698,0.538,1940,1676,0,13,,,,,,,,,,0.589,0.638,2025-09-23T13:00:17.033891Z,9dfc2d5a15c32d8f91787ad18f99b49decf8cacb,TylerSchwenksPC,tyler,experiments\stage2b_043,,0.0,15000.0,0.0,15000.0,1.0,,778.0,,0.0,0.0,False,0.0,0.0,0.001,,512.0,True,0.25,True,repeat,0.0
stage2b_044,456,50,32,4,0.2,False,data/manifest.csv,True,True,,"['high', 'medium']",,data\splits,['train'],data\manifest.csv,456,2017,2017,245,1772.0,82,1157,2017,0.5,0.0,0.0,0.0,0.741,0,0,565,1616,1.0,0.424,1.0,0.595,0.647,565,769,0,847,,,,,,,,,,0.827,0.945,0.5,0.0,0.0,0.0,0.526,0,0,1207,1337,1.0,0.619,1.0,0.765,0.708,1207,742,0,595,,,,,,,,,,0.804,0.877,2025-09-23T13:19:44.066520Z,9dfc2d5a15c32d8f91787ad18f99b49decf8cacb,TylerSchwenksPC,tyler,experiments\stage2b_044,,0.0,15000.0,0.0,15000.0,1.0,,778.0,,0.0,0.0,False,0.0,0.0,0.001,,512.0,True,0.25,True,repeat,0.0
stage2b_045,789,50,32,4,0.2,False,data/manifest.csv,True,True,,"['high', 'medium']",,data\splits,['train'],data\manifest.csv,789,2017,2017,245,1772.0,82,1157,2017,0.5,0.0,0.0,0.0,0.68,0,0,1159,2464,0.95,0.382,0.891,0.535,0.504,1033,1671,126,793,,,,,,,,,,0.591,0.795,0.5,0.0,0.0,0.0,0.49,0,0,2113,2027,0.95,0.568,0.864,0.686,0.596,1826,1386,287,641,,,,,,,,,,0.557,0.639,2025-09-23T13:39:43.023011Z,9dfc2d5a15c32d8f91787ad18f99b49decf8cacb,TylerSchwenksPC,tyler,experiments\stage2b_045,,0.0,15000.0,0.0,15000.0,1.0,,778.0,,0.0,0.0,False,0.0,0.0,0.001,,512.0,True,0.25,True,repeat,0.0
stage2b_046,123,50,32,4,0.2,False,data/manifest.csv,True,True,,"['high', 'medium']",,data\splits,['train'],data\manifest.csv,123,2017,2017,245,1772.0,82,1157,2017,0.5,0.0,0.0,0.0,0.659,0,0,1295,2507,1.0,0.494,0.564,0.527,0.655,731,748,564,1759,,,,,,,,,,0.622,0.736,0.5,0.0,0.0,0.0,0.477,0,0,2347,2143,1.0,0.555,0.31,0.397,0.509,727,584,1620,1559,,,,,,,,,,0.517,0.488,2025-09-23T13:59:58.589448Z,9dfc2d5a15c32d8f91787ad18f99b49decf8cacb,TylerSchwenksPC,tyler,experiments\stage2b_046,,0.0,15000.0,0.0,15000.0,1.0,,778.0,,0.0,0.0,True,2.0,0.25,0.001,,512.0,True,0.25,True,repeat,0.0
stage2b_047,456,50,32,4,0.2,False,data/manifest.csv,True,True,,"['high', 'medium']",,data\splits,['train'],data\manifest.csv,456,2017,2017,245,1772.0,82,1157,2017,0.5,0.0,0.0,0.0,0.579,0,0,1625,2234,1.0,0.672,0.407,0.507,0.667,662,323,963,1911,,,,,,,,,,0.629,0.657,0.5,0.0,0.0,0.0,0.396,0,0,3112,2037,1.0,0.705,0.308,0.429,0.504,960,402,2152,1635,,,,,,,,,,0.555,0.427,2025-09-23T14:18:52.367554Z,9dfc2d5a15c32d8f91787ad18f99b49decf8cacb,TylerSchwenksPC,tyler,experiments\stage2b_047,,0.0,15000.0,0.0,15000.0,1.0,,778.0,,0.0,0.0,True,2.0,0.25,0.001,,512.0,True,0.25,True,repeat,0.0
stage2b_048,789,50,32,4,0.2,False,data/manifest.csv,True,True,,"['high', 'medium']",,data\splits,['train'],data\manifest.csv,789,2017,2017,245,1772.0,82,1157,2017,0.5,0.0,0.0,0.0,0.69,0,0,987,2197,1.0,0.211,0.128,0.159,0.582,126,471,861,1726,,,,,,,,,,0.454,0.669,0.5,0.0,0.0,0.0,0.494,0,0,1918,1870,1.0,0.184,0.033,0.057,0.436,64,283,1854,1587,,,,,,,,,,0.441,0.464,2025-09-23T14:37:49.634559Z,9dfc2d5a15c32d8f91787ad18f99b49decf8cacb,TylerSchwenksPC,tyler,experiments\stage2b_048,,0.0,15000.0,0.0,15000.0,1.0,,778.0,,0.0,0.0,True,2.0,0.25,0.001,,512.0,True,0.25,True,repeat,0.0
stage2b_049,123,50,32,4,0.2,False,data/manifest.csv,True,True,,"['high', 'medium']",,data\splits,['train'],data\manifest.csv,123,2017,2017,245,1772.0,82,1157,2017,0.5,0.0,0.0,0.0,0.652,0,0,969,1812,1.0,0.415,0.211,0.279,0.622,204,287,765,1525,,,,,,,,,,0.523,0.664,0.5,0.0,0.0,0.0,0.46,0,0,1864,1591,1.0,0.404,0.089,0.146,0.438,166,245,1698,1346,,,,,,,,,,0.467,0.444,2025-09-23T14:57:18.551897Z,9dfc2d5a15c32d8f91787ad18f99b49decf8cacb,TylerSchwenksPC,tyler,experiments\stage2b_049,,0.0,15000.0,0.0,15000.0,1.0,,778.0,,0.0,0.0,False,0.0,0.0,0.0005,,1024.0,False,0.25,False,repeat,0.0
stage2b_050,456,50,32,4,0.2,False,data/manifest.csv,True,True,,"['high', 'medium']",,data\splits,['train'],data\manifest.csv,456,2017,2017,245,1772.0,82,1157,2017,0.5,0.0,0.0,0.0,0.675,0,0,984,2040,1.0,0.502,0.375,0.429,0.676,369,366,615,1674,,,,,,,,,,0.597,0.725,0.5,0.0,0.0,0.0,0.475,0,0,1909,1727,1.0,0.632,0.146,0.237,0.507,278,162,1631,1565,,,,,,,,,,0.525,0.489,2025-09-23T15:15:56.469754Z,9dfc2d5a15c32d8f91787ad18f99b49decf8cacb,TylerSchwenksPC,tyler,experiments\stage2b_050,,0.0,15000.0,0.0,15000.0,1.0,,778.0,,0.0,0.0,False,0.0,0.0,0.0005,,1024.0,False,0.25,False,repeat,0.0
stage2b_051,789,50,32,4,0.2,False,data/manifest.csv,True,True,,"['high', 'medium']",,data\splits,['train'],data\manifest.csv,789,2017,2017,245,1772.0,82,1157,2017,0.5,0.0,0.0,0.0,0.658,0,0,993,1911,1.0,0.501,0.939,0.653,0.659,932,928,61,983,,,,,,,,,,0.712,0.841,0.5,0.0,0.0,0.0,0.471,0,0,1877,1674,1.0,0.642,0.818,0.719,0.663,1536,857,341,817,,,,,,,,,,0.638,0.612,2025-09-23T15:34:02.134891Z,9dfc2d5a15c32d8f91787ad18f99b49decf8cacb,TylerSchwenksPC,tyler,experiments\stage2b_051,,0.0,15000.0,0.0,15000.0,1.0,,778.0,,0.0,0.0,False,0.0,0.0,0.0005,,1024.0,False,0.25,False,repeat,0.0
stage2b_052,123,50,32,4,0.2,False,data/manifest.csv,True,True,,"['high', 'medium']",,data\splits,['train'],data\manifest.csv,123,2017,2017,245,1772.0,82,1157,2017,0.5,0.0,0.0,0.0,0.683,0,0,1015,2182,1.0,0.539,0.736,0.622,0.716,747,639,268,1543,,,,,,,,,,0.738,0.827,0.5,0.0,0.0,0.0,0.466,0,0,2329,2029,1.0,0.608,0.394,0.478,0.54,918,593,1411,1436,,,,,,,,,,0.559,0.5,2025-09-23T15:52:09.673044Z,9dfc2d5a15c32d8f91787ad18f99b49decf8cacb,TylerSchwenksPC,tyler,experiments\stage2b_052,,0.0,15000.0,0.0,15000.0,1.0,,778.0,,0.0,0.0,True,2.0,0.25,0.0005,,1024.0,False,0.25,False,repeat,0.0
stage2b_053,456,50,32,4,0.2,False,data/manifest.csv,True,True,,"['high', 'medium']",,data\splits,['train'],data\manifest.csv,456,2017,2017,245,1772.0,82,1157,2017,0.5,0.0,0.0,0.0,0.624,0,0,1500,2487,1.0,0.545,0.328,0.41,0.644,492,410,1008,2077,,,,,,,,,,0.576,0.667,0.5,0.0,0.0,0.0,0.468,0,0,2295,2016,1.0,0.565,0.186,0.28,0.491,428,329,1867,1687,,,,,,,,,,0.514,0.475,2025-09-25T06:29:29.221703Z,9dfc2d5a15c32d8f91787ad18f99b49decf8cacb,TylerSchwenksPC,tyler,experiments\stage2b_053,,0.0,15000.0,0.0,15000.0,1.0,,778.0,,0.0,0.0,True,2.0,0.25,0.0005,,1024.0,False,0.25,False,repeat,0.0
stage2b_054,789,50,32,4,0.2,False,data/manifest.csv,True,True,,"['high', 'medium']",,data\splits,['train'],data\manifest.csv,789,2017,2017,245,1772.0,82,1157,2017,0.5,0.0,0.0,0.0,0.594,0,0,1727,2524,1.0,0.476,0.305,0.372,0.581,527,580,1200,1944,,,,,,,,,,0.536,0.615,0.5,0.0,0.0,0.0,0.446,0,0,2472,1987,1.0,0.486,0.218,0.301,0.439,538,569,1934,1418,,,,,,,,,,0.463,0.426,2025-09-25T06:51:45.795133Z,9dfc2d5a15c32d8f91787ad18f99b49decf8cacb,TylerSchwenksPC,tyler,experiments\stage2b_054,,0.0,15000.0,0.0,15000.0,1.0,,778.0,,0.0,0.0,True,2.0,0.25,0.0005,,1024.0,False,0.25,False,repeat,0.0
stage2b_055,123,50,32,4,0.2,False,data/manifest.csv,True,True,,"['high', 'medium']",,data\splits,['train'],data\manifest.csv,123,2017,2017,245,1772.0,82,1157,2017,0.5,0.0,0.0,0.0,0.669,0,0,934,1886,0.95,0.467,0.74,0.572,0.634,691,790,243,1096,,,,,,,,,,0.711,0.863,0.5,0.0,0.0,0.0,0.467,0,0,1855,1625,1.0,0.533,1.0,0.695,0.533,1855,1625,0,0,,,,,,,,,,0.544,0.615,2025-09-25T07:15:24.974877Z,9dfc2d5a15c32d8f91787ad18f99b49decf8cacb,TylerSchwenksPC,tyler,experiments\stage2b_055,,0.0,15000.0,0.0,15000.0,1.0,,778.0,,0.0,0.0,False,0.0,0.0,0.0005,,1024.0,True,0.25,False,repeat,0.0
stage2b_056,456,50,32,4,0.2,False,data/manifest.csv,True,True,,"['high', 'medium']",,data\splits,['train'],data\manifest.csv,456,2017,2017,245,1772.0,82,1157,2017,0.5,0.0,0.0,0.0,0.619,0,0,1468,2384,1.0,0.537,0.376,0.442,0.639,552,475,916,1909,,,,,,,,,,0.586,0.669,0.5,0.0,0.0,0.0,0.479,0,0,2232,2053,1.0,0.48,0.172,0.254,0.472,385,417,1847,1636,,,,,,,,,,0.488,0.472,2025-09-25T07:37:44.700985Z,9dfc2d5a15c32d8f91787ad18f99b49decf8cacb,TylerSchwenksPC,tyler,experiments\stage2b_056,,0.0,15000.0,0.0,15000.0,1.0,,778.0,,0.0,0.0,False,0.0,0.0,0.0005,,1024.0,True,0.25,False,repeat,0.0
stage2b_057,789,50,32,4,0.2,False,data/manifest.csv,True,True,,"['high', 'medium']",,data\splits,['train'],data\manifest.csv,789,2017,2017,245,1772.0,82,1157,2017,0.5,0.0,0.0,0.0,0.672,0,0,965,1974,1.0,0.487,0.582,0.53,0.661,562,593,403,1381,,,,,,,,,,0.631,0.753,0.5,0.0,0.0,0.0,0.467,0,0,1889,1652,1.0,0.596,0.479,0.531,0.549,905,613,984,1039,,,,,,,,,,0.528,0.494,2025-09-25T07:59:09.966883Z,9dfc2d5a15c32d8f91787ad18f99b49decf8cacb,TylerSchwenksPC,tyler,experiments\stage2b_057,,0.0,15000.0,0.0,15000.0,1.0,,778.0,,0.0,0.0,False,0.0,0.0,0.0005,,1024.0,True,0.25,False,repeat,0.0
stage2b_058,123,50,32,4,0.2,False,data/manifest.csv,True,True,,"['high', 'medium']",,data\splits,['train'],data\manifest.csv,123,2017,2017,245,1772.0,82,1157,2017,0.5,0.0,0.0,0.0,0.63,0,0,1635,2788,1.0,0.578,0.309,0.403,0.661,506,370,1129,2418,,,,,,,,,,0.591,0.679,0.5,0.0,0.0,0.0,0.419,0,0,3433,2473,1.0,0.767,0.326,0.457,0.551,1118,339,2315,2134,,,,,,,,,,0.597,0.476,2025-09-25T08:20:37.721848Z,9dfc2d5a15c32d8f91787ad18f99b49decf8cacb,TylerSchwenksPC,tyler,experiments\stage2b_058,,0.0,15000.0,0.0,15000.0,1.0,,778.0,,0.0,0.0,True,2.0,0.25,0.0005,,1024.0,True,0.25,False,repeat,0.0
stage2b_059,456,50,32,4,0.2,False,data/manifest.csv,True,True,,"['high', 'medium']",,data\splits,['train'],data\manifest.csv,456,2017,2017,245,1772.0,82,1157,2017,0.5,0.0,0.0,0.0,0.672,0,0,1224,2507,1.0,0.393,0.116,0.179,0.651,142,219,1082,2288,,,,,,,,,,0.514,0.679,0.5,0.0,0.0,0.0,0.469,0,0,2243,1985,1.0,0.579,0.101,0.172,0.484,226,164,2017,1821,,,,,,,,,,0.51,0.474,2025-09-25T08:41:47.039990Z,9dfc2d5a15c32d8f91787ad18f99b49decf8cacb,TylerSchwenksPC,tyler,experiments\stage2b_059,,0.0,15000.0,0.0,15000.0,1.0,,778.0,,0.0,0.0,True,2.0,0.25,0.0005,,1024.0,True,0.25,False,repeat,0.0
stage2b_060,789,50,32,4,0.2,False,data/manifest.csv,True,True,,"['high', 'medium']",,data\splits,['train'],data\manifest.csv,789,2017,2017,245,1772.0,82,1157,2017,0.5,0.0,0.0,0.0,0.663,0,0,976,1917,1.0,0.337,1.0,0.505,0.337,976,1917,0,0,,,,,,,,,,0.609,0.775,0.5,0.0,0.0,0.0,0.469,0,0,1892,1671,1.0,0.531,1.0,0.694,0.531,1892,1671,0,0,,,,,,,,,,0.373,0.398,2025-09-25T09:02:49.960848Z,9dfc2d5a15c32d8f91787ad18f99b49decf8cacb,TylerSchwenksPC,tyler,experiments\stage2b_060,,0.0,15000.0,0.0,15000.0,1.0,,778.0,,0.0,0.0,True,2.0,0.25,0.0005,,1024.0,True,0.25,False,repeat,0.0
stage2b_061,123,50,32,4,0.2,False,data/manifest.csv,True,True,,"['high', 'medium']",,data\splits,['train'],data\manifest.csv,123,2017,2017,245,1772.0,82,1157,2017,0.5,0.0,0.0,0.0,0.654,0,0,961,1817,0.95,0.55,0.759,0.638,0.702,729,597,232,1220,,,,,,,,,,0.766,0.897,0.5,0.0,0.0,0.0,0.477,0,0,1902,1735,1.0,0.568,1.0,0.724,0.602,1902,1449,0,286,,,,,,,,,,0.685,0.768,2025-09-25T09:24:44.257604Z,9dfc2d5a15c32d8f91787ad18f99b49decf8cacb,TylerSchwenksPC,tyler,experiments\stage2b_061,,0.0,15000.0,0.0,15000.0,1.0,,778.0,,0.0,0.0,False,0.0,0.0,0.0005,,1024.0,False,0.25,True,repeat,0.0
stage2b_062,456,50,32,4,0.2,False,data/manifest.csv,True,True,,"['high', 'medium']",,data\splits,['train'],data\manifest.csv,456,2017,2017,245,1772.0,82,1157,2017,0.5,0.0,0.0,0.0,0.935,0,0,111,1591,1.0,0.295,0.91,0.446,0.853,101,241,10,1350,,,,,,,,,,0.898,0.989,0.5,0.0,0.0,0.0,0.915,0,0,112,1204,0.95,0.477,0.643,0.548,0.91,72,79,40,1125,,,,,,,,,,0.913,0.988,2025-09-25T09:45:20.008168Z,9dfc2d5a15c32d8f91787ad18f99b49decf8cacb,TylerSchwenksPC,tyler,experiments\stage2b_062,,0.0,15000.0,0.0,15000.0,1.0,,778.0,,0.0,0.0,False,0.0,0.0,0.0005,,1024.0,False,0.25,True,repeat,0.0
stage2b_063,789,50,32,4,0.2,False,data/manifest.csv,True,True,,"['high', 'medium']",,data\splits,['train'],data\manifest.csv,789,2017,2017,245,1772.0,82,1157,2017,0.5,0.0,0.0,0.0,0.726,0,0,522,1380,1.0,0.55,0.573,0.561,0.754,299,245,223,1135,,,,,,,,,,0.688,0.822,0.5,0.0,0.0,0.0,0.611,0,0,671,1053,1.0,0.707,0.55,0.619,0.736,369,153,302,900,0.55,0.909,0.03,0.058,0.621,20.0,2.0,651.0,1051.0,0.708,0.739,2025-09-25T10:05:42.651317Z,9dfc2d5a15c32d8f91787ad18f99b49decf8cacb,TylerSchwenksPC,tyler,experiments\stage2b_063,,0.0,15000.0,0.0,15000.0,1.0,,778.0,,0.0,0.0,False,0.0,0.0,0.0005,,1024.0,False,0.25,True,repeat,0.0
stage2b_064,123,50,32,4,0.2,False,data/manifest.csv,True,True,,"['high', 'medium']",,data\splits,['train'],data\manifest.csv,123,2017,2017,245,1772.0,82,1157,2017,0.5,0.0,0.0,0.0,0.666,0,0,962,1917,1.0,0.407,0.968,0.573,0.519,931,1355,31,562,,,,,,,,,,0.729,0.843,0.5,0.0,0.0,0.0,0.467,0,0,1936,1694,1.0,0.562,0.838,0.673,0.565,1623,1267,313,427,,,,,,,,,,0.594,0.539,2025-09-25T10:26:21.721378Z,9dfc2d5a15c32d8f91787ad18f99b49decf8cacb,TylerSchwenksPC,tyler,experiments\stage2b_064,,0.0,15000.0,0.0,15000.0,1.0,,778.0,,0.0,0.0,True,2.0,0.25,0.0005,,1024.0,False,0.25,True,repeat,0.0
stage2b_065,456,50,32,4,0.2,False,data/manifest.csv,True,True,,"['high', 'medium']",,data\splits,['train'],data\manifest.csv,456,2017,2017,245,1772.0,82,1157,2017,0.5,0.0,0.0,0.0,0.568,0,0,1859,2444,1.0,0.547,0.237,0.331,0.586,441,365,1418,2079,,,,,,,,,,0.543,0.592,0.5,0.0,0.0,0.0,0.388,0,0,3697,2345,1.0,0.726,0.225,0.344,0.474,833,314,2864,2031,,,,,,,,,,0.546,0.413,2025-09-25T10:47:28.095992Z,9dfc2d5a15c32d8f91787ad18f99b49decf8cacb,TylerSchwenksPC,tyler,experiments\stage2b_065,,0.0,15000.0,0.0,15000.0,1.0,,778.0,,0.0,0.0,True,2.0,0.25,0.0005,,1024.0,False,0.25,True,repeat,0.0
stage2b_066,789,50,32,4,0.2,False,data/manifest.csv,True,True,,"['high', 'medium']",,data\splits,['train'],data\manifest.csv,789,2017,2017,245,1772.0,82,1157,2017,0.5,0.0,0.0,0.0,0.684,0,0,975,2109,1.0,0.152,0.052,0.078,0.608,51,285,924,1824,,,,,,,,,,0.457,0.665,0.5,0.0,0.0,0.0,0.476,0,0,1893,1723,1.0,0.079,0.008,0.014,0.432,15,176,1878,1547,,,,,,,,,,0.453,0.453,2025-09-25T11:08:41.563465Z,9dfc2d5a15c32d8f91787ad18f99b49decf8cacb,TylerSchwenksPC,tyler,experiments\stage2b_066,,0.0,15000.0,0.0,15000.0,1.0,,778.0,,0.0,0.0,True,2.0,0.25,0.0005,,1024.0,False,0.25,True,repeat,0.0
stage2b_067,123,50,32,4,0.2,False,data/manifest.csv,True,True,,"['high', 'medium']",,data\splits,['train'],data\manifest.csv,123,2017,2017,245,1772.0,82,1157,2017,0.5,0.0,0.0,0.0,0.67,0,0,1098,2232,0.9,0.483,0.832,0.611,0.651,913,976,185,1256,,,,,,,,,,0.716,0.867,0.5,0.0,0.0,0.0,0.474,0,0,2153,1944,1.0,0.526,1.0,0.689,0.526,2153,1944,0,0,,,,,,,,,,0.584,0.626,2025-09-25T11:30:26.292412Z,9dfc2d5a15c32d8f91787ad18f99b49decf8cacb,TylerSchwenksPC,tyler,experiments\stage2b_067,,0.0,15000.0,0.0,15000.0,1.0,,778.0,,0.0,0.0,False,0.0,0.0,0.0005,,1024.0,True,0.25,True,repeat,0.0
stage2b_068,456,50,32,4,0.2,False,data/manifest.csv,True,True,,"['high', 'medium']",,data\splits,['train'],data\manifest.csv,456,2017,2017,245,1772.0,82,1157,2017,0.5,0.0,0.0,0.0,0.755,0,0,687,2115,1.0,0.473,0.971,0.636,0.727,667,744,20,1371,,,,,,,,,,0.838,0.944,0.5,0.0,0.0,0.0,0.507,0,0,1605,1651,1.0,0.633,0.689,0.66,0.65,1106,641,499,1010,,,,,,,,,,0.649,0.628,2025-09-25T11:50:46.907494Z,9dfc2d5a15c32d8f91787ad18f99b49decf8cacb,TylerSchwenksPC,tyler,experiments\stage2b_068,,0.0,15000.0,0.0,15000.0,1.0,,778.0,,0.0,0.0,False,0.0,0.0,0.0005,,1024.0,True,0.25,True,repeat,0.0
