experiment.name,experiment.seed,training.epochs,training.batch_size,training.threads,training.val_split,training.autotune,dataset.manifest,dataset.filters.include_negatives,dataset.filters.balance,dataset.filters.max_per_class,dataset.filters.quality,dataset.filters.call_type,dataset.filters.source_root,dataset.filters.splits,dataset.filters.manifest,dataset.filters.seed,dataset.counts_selected.pos,dataset.counts_selected.neg,dataset.breakdown_selected.positive_quality.high,dataset.breakdown_selected.positive_quality.medium,dataset.breakdown_selected.positive_call_type.growl,dataset.breakdown_selected.positive_call_type.grunt,dataset.breakdown_selected.negative_total,metrics.iid.default_0.5.threshold,metrics.iid.default_0.5.precision,metrics.iid.default_0.5.recall,metrics.iid.default_0.5.f1,metrics.iid.default_0.5.accuracy,metrics.iid.default_0.5.tp,metrics.iid.default_0.5.fp,metrics.iid.default_0.5.fn,metrics.iid.default_0.5.tn,metrics.iid.best_f1.threshold,metrics.iid.best_f1.precision,metrics.iid.best_f1.recall,metrics.iid.best_f1.f1,metrics.iid.best_f1.accuracy,metrics.iid.best_f1.tp,metrics.iid.best_f1.fp,metrics.iid.best_f1.fn,metrics.iid.best_f1.tn,metrics.iid.high_precision.threshold,metrics.iid.high_precision.precision,metrics.iid.high_precision.recall,metrics.iid.high_precision.f1,metrics.iid.high_precision.accuracy,metrics.iid.high_precision.tp,metrics.iid.high_precision.fp,metrics.iid.high_precision.fn,metrics.iid.high_precision.tn,metrics.iid.auroc,metrics.iid.auprc,metrics.ood.default_0.5.threshold,metrics.ood.default_0.5.precision,metrics.ood.default_0.5.recall,metrics.ood.default_0.5.f1,metrics.ood.default_0.5.accuracy,metrics.ood.default_0.5.tp,metrics.ood.default_0.5.fp,metrics.ood.default_0.5.fn,metrics.ood.default_0.5.tn,metrics.ood.best_f1.threshold,metrics.ood.best_f1.precision,metrics.ood.best_f1.recall,metrics.ood.best_f1.f1,metrics.ood.best_f1.accuracy,metrics.ood.best_f1.tp,metrics.ood.best_f1.fp,metrics.ood.best_f1.fn,metrics.ood.best_f1.tn,metrics.ood.high_precision.threshold,metrics.ood.high_precision.precision,metrics.ood.high_precision.recall,metrics.ood.high_precision.f1,metrics.ood.high_precision.accuracy,metrics.ood.high_precision.tp,metrics.ood.high_precision.fp,metrics.ood.high_precision.fn,metrics.ood.high_precision.tn,metrics.ood.auroc,metrics.ood.auprc,metadata.timestamp,metadata.git_commit,metadata.hostname,metadata.user,__exp_path,metrics.iid.high_precision,training_args.fmin,training_args.fmax,analyzer_args.fmin,analyzer_args.fmax,analyzer_args.sensitivity,dataset.breakdown_selected.positive_quality.low,dataset.breakdown_selected.positive_call_type.both,metrics.ood.high_precision,training_args.overlap,analyzer_args.overlap,training_args.focal-loss,training_args.focal-loss-gamma,training_args.focal-loss-alpha,training_args.learning_rate,training.dropout,training_args.hidden_units,training_args.mixup,training_args.dropout,training_args.label_smoothing,training_args.upsampling_mode,training_args.upsampling_ratio
stage4_028,123,50.0,32.0,4.0,0.2,False,data/manifest.csv,True,False,,['high'],"['grunt', 'growl', 'both']",data\splits,['train'],data\manifest.csv,123.0,245.0,8525.0,245.0,,6.0,139.0,8525.0,0.5,0.0,0.0,0.0,0.651,0,0,1177,2194,1.0,0.449,0.702,0.548,0.596,826,1012,351,1182,,,,,,,,,,0.598,0.727,0.5,0.0,0.0,0.0,0.438,0,0,2319,1810,1.0,0.628,0.652,0.64,0.588,1512,894,807,916,,,,,,,,,,0.566,0.495,2025-10-15T05:49:02.964689Z,469e3616267207698b94bf924f4e309fbb95ddcb,TylerSchwenksPC,tyler,experiments\stage4_028,,0.0,15000.0,0.0,15000.0,1.0,,100.0,,0.0,0.0,False,0.0,0.0,0.0005,,512.0,True,0.25,True,linear,0.0
stage4_029,456,50.0,32.0,4.0,0.2,False,data/manifest.csv,True,False,,['high'],"['grunt', 'growl', 'both']",data\splits,['train'],data\manifest.csv,456.0,245.0,8525.0,245.0,,6.0,139.0,8525.0,0.5,0.0,0.0,0.0,0.761,0,0,467,1484,0.85,0.486,0.897,0.631,0.748,419,443,48,1041,,,,,,,,,,0.849,0.955,0.5,0.0,0.0,0.0,0.47,0,0,1314,1167,0.95,0.673,0.973,0.796,0.735,1279,622,35,545,,,,,,,,,,0.726,0.788,2025-10-15T06:20:30.062393Z,469e3616267207698b94bf924f4e309fbb95ddcb,TylerSchwenksPC,tyler,experiments\stage4_029,,0.0,15000.0,0.0,15000.0,1.0,,100.0,,0.0,0.0,False,0.0,0.0,0.0005,,512.0,True,0.25,True,linear,0.0
stage4_030,789,50.0,32.0,4.0,0.2,False,data/manifest.csv,True,False,,['high'],"['grunt', 'growl', 'both']",data\splits,['train'],data\manifest.csv,789.0,245.0,8525.0,245.0,,6.0,139.0,8525.0,0.5,0.0,0.0,0.0,0.673,0,0,991,2035,1.0,0.24,0.281,0.259,0.474,278,879,713,1156,,,,,,,,,,0.396,0.624,0.5,0.0,0.0,0.0,0.483,0,0,1940,1811,1.0,0.497,0.366,0.422,0.481,711,719,1229,1092,,,,,,,,,,0.468,0.468,2025-10-15T06:51:57.121757Z,469e3616267207698b94bf924f4e309fbb95ddcb,TylerSchwenksPC,tyler,experiments\stage4_030,,0.0,15000.0,0.0,15000.0,1.0,,100.0,,0.0,0.0,False,0.0,0.0,0.0005,,512.0,True,0.25,True,linear,0.0
stage4_031,123,50.0,32.0,4.0,0.2,False,data/manifest.csv,True,False,,['high'],"['grunt', 'growl', 'both']",data\splits,['train'],data\manifest.csv,123.0,245.0,8525.0,245.0,,6.0,139.0,8525.0,0.5,0.0,0.0,0.0,0.666,0,0,1045,2080,1.0,0.424,0.951,0.587,0.552,994,1350,51,730,,,,,,,,,,0.685,0.822,0.5,0.0,0.0,0.0,0.465,0,0,2096,1825,1.0,0.594,0.89,0.712,0.615,1866,1278,230,547,,,,,,,,,,0.584,0.568,2025-10-15T07:23:31.108616Z,469e3616267207698b94bf924f4e309fbb95ddcb,TylerSchwenksPC,tyler,experiments\stage4_031,,0.0,15000.0,0.0,15000.0,1.0,,100.0,,0.0,0.0,False,0.0,0.0,0.0005,,512.0,True,0.25,True,linear,0.3
stage4_032,456,50.0,32.0,4.0,0.2,False,data/manifest.csv,True,False,,['high'],"['grunt', 'growl', 'both']",data\splits,['train'],data\manifest.csv,456.0,245.0,8525.0,245.0,,6.0,139.0,8525.0,0.5,0.0,0.0,0.0,0.68,0,0,1005,2137,1.0,0.318,0.391,0.351,0.537,393,842,612,1295,,,,,,,,,,0.474,0.672,0.5,0.0,0.0,0.0,0.493,0,0,1978,1923,1.0,0.407,0.261,0.318,0.432,517,754,1461,1169,,,,,,,,,,0.423,0.452,2025-10-15T07:54:55.514007Z,469e3616267207698b94bf924f4e309fbb95ddcb,TylerSchwenksPC,tyler,experiments\stage4_032,,0.0,15000.0,0.0,15000.0,1.0,,100.0,,0.0,0.0,False,0.0,0.0,0.0005,,512.0,True,0.25,True,linear,0.3
stage4_033,789,50.0,32.0,4.0,0.2,False,data/manifest.csv,True,False,,['high'],"['grunt', 'growl', 'both']",data\splits,['train'],data\manifest.csv,789.0,245.0,8525.0,245.0,,6.0,139.0,8525.0,0.5,0.0,0.0,0.0,0.677,0,0,975,2047,1.0,0.427,0.993,0.597,0.568,968,1299,7,748,,,,,,,,,,0.607,0.819,0.5,0.0,0.0,0.0,0.454,0,0,2111,1753,1.0,0.626,0.999,0.77,0.673,2108,1259,3,494,,,,,,,,,,0.63,0.699,2025-10-15T08:26:41.953034Z,469e3616267207698b94bf924f4e309fbb95ddcb,TylerSchwenksPC,tyler,experiments\stage4_033,,0.0,15000.0,0.0,15000.0,1.0,,100.0,,0.0,0.0,False,0.0,0.0,0.0005,,512.0,True,0.25,True,linear,0.3
stage4_034,123,50.0,32.0,4.0,0.2,False,data/manifest.csv,True,False,,['high'],"['grunt', 'growl', 'both']",data\splits,['train'],data\manifest.csv,123.0,245.0,8525.0,245.0,,6.0,139.0,8525.0,0.5,0.0,0.0,0.0,0.656,0,0,966,1843,1.0,0.345,0.724,0.468,0.433,699,1325,267,518,,,,,,,,,,0.432,0.631,0.5,0.0,0.0,0.0,0.464,0,0,1835,1590,1.0,0.448,0.502,0.473,0.402,921,1135,914,455,,,,,,,,,,0.347,0.38,2025-10-15T08:58:21.000240Z,469e3616267207698b94bf924f4e309fbb95ddcb,TylerSchwenksPC,tyler,experiments\stage4_034,,0.0,15000.0,0.0,15000.0,1.0,,100.0,,0.0,0.0,False,0.0,0.0,0.0005,,512.0,True,0.25,True,linear,0.5
stage4_035,456,50.0,32.0,4.0,0.2,False,data/manifest.csv,True,False,,['high'],"['grunt', 'growl', 'both']",data\splits,['train'],data\manifest.csv,456.0,245.0,8525.0,245.0,,6.0,139.0,8525.0,0.5,0.0,0.0,0.0,0.671,0,0,955,1951,1.0,0.425,0.991,0.595,0.556,946,1280,9,671,,,,,,,,,,0.609,0.817,0.5,0.0,0.0,0.0,0.477,0,0,1846,1687,1.0,0.566,0.996,0.722,0.599,1839,1411,7,276,,,,,,,,,,0.561,0.633,2025-10-15T09:29:41.670750Z,469e3616267207698b94bf924f4e309fbb95ddcb,TylerSchwenksPC,tyler,experiments\stage4_035,,0.0,15000.0,0.0,15000.0,1.0,,100.0,,0.0,0.0,False,0.0,0.0,0.0005,,512.0,True,0.25,True,linear,0.5
stage4_036,789,50.0,32.0,4.0,0.2,False,data/manifest.csv,True,False,,['high'],"['grunt', 'growl', 'both']",data\splits,['train'],data\manifest.csv,789.0,245.0,8525.0,245.0,,6.0,139.0,8525.0,0.5,0.0,0.0,0.0,0.595,0,0,920,1352,1.0,0.561,0.995,0.718,0.683,915,715,5,637,,,,,,,,,,0.737,0.859,0.5,0.0,0.0,0.0,0.427,0,0,1547,1152,1.0,0.651,0.981,0.783,0.688,1518,814,29,338,,,,,,,,,,0.672,0.683,2025-10-15T10:00:37.712649Z,469e3616267207698b94bf924f4e309fbb95ddcb,TylerSchwenksPC,tyler,experiments\stage4_036,,0.0,15000.0,0.0,15000.0,1.0,,100.0,,0.0,0.0,False,0.0,0.0,0.0005,,512.0,True,0.25,True,linear,0.5
stage4_037,123,50.0,32.0,4.0,0.2,False,data/manifest.csv,True,True,,"['high', 'medium']","['grunt', 'growl', 'both']",data\splits,['train'],data\manifest.csv,123.0,2017.0,2017.0,245.0,1772.0,82.0,1157.0,2017.0,0.5,0.0,0.0,0.0,0.61,0,0,919,1437,1.0,0.603,0.911,0.726,0.732,837,550,82,887,,,,,,,,,,0.711,0.821,0.5,0.0,0.0,0.0,0.455,0,0,1579,1320,1.0,0.701,0.964,0.812,0.757,1522,648,57,672,,,,,,,,,,0.725,0.758,2025-10-15T15:41:10.171487Z,469e3616267207698b94bf924f4e309fbb95ddcb,TylerSchwenksPC,tyler,experiments\stage4_037,,0.0,15000.0,0.0,15000.0,1.0,,778.0,,0.0,0.0,False,0.0,0.0,0.0005,,512.0,True,0.25,True,repeat,0.0
stage4_038,456,50.0,32.0,4.0,0.2,False,data/manifest.csv,True,True,,"['high', 'medium']","['grunt', 'growl', 'both']",data\splits,['train'],data\manifest.csv,456.0,2017.0,2017.0,245.0,1772.0,82.0,1157.0,2017.0,0.5,0.0,0.0,0.0,0.787,0,0,296,1094,0.95,0.577,0.686,0.627,0.826,203,149,93,945,,,,,,,,,,0.886,0.967,0.5,0.0,0.0,0.0,0.575,0,0,651,879,1.0,0.53,0.975,0.687,0.622,635,563,16,316,,,,,,,,,,0.78,0.843,2025-10-15T15:57:34.085224Z,469e3616267207698b94bf924f4e309fbb95ddcb,TylerSchwenksPC,tyler,experiments\stage4_038,,0.0,15000.0,0.0,15000.0,1.0,,778.0,,0.0,0.0,False,0.0,0.0,0.0005,,512.0,True,0.25,True,repeat,0.0
stage4_039,789,50.0,32.0,4.0,0.2,False,data/manifest.csv,True,True,,"['high', 'medium']","['grunt', 'growl', 'both']",data\splits,['train'],data\manifest.csv,789.0,2017.0,2017.0,245.0,1772.0,82.0,1157.0,2017.0,0.5,0.0,0.0,0.0,0.645,0,0,1028,1865,1.0,0.564,0.871,0.685,0.715,895,691,133,1174,,,,,,,,,,0.738,0.834,0.5,0.0,0.0,0.0,0.475,0,0,1887,1709,1.0,0.67,0.731,0.699,0.67,1379,679,508,1030,,,,,,,,,,0.656,0.615,2025-10-15T16:14:59.788702Z,469e3616267207698b94bf924f4e309fbb95ddcb,TylerSchwenksPC,tyler,experiments\stage4_039,,0.0,15000.0,0.0,15000.0,1.0,,778.0,,0.0,0.0,False,0.0,0.0,0.0005,,512.0,True,0.25,True,repeat,0.0
stage4_040,123,50.0,32.0,4.0,0.2,False,data/manifest.csv,True,True,,"['high', 'medium']","['grunt', 'growl', 'both']",data\splits,['train'],data\manifest.csv,123.0,2017.0,2017.0,245.0,1772.0,82.0,1157.0,2017.0,0.5,0.0,0.0,0.0,0.827,0,0,398,1898,1.0,0.443,0.982,0.611,0.783,391,491,7,1407,,,,,,,,,,0.913,0.98,0.5,0.0,0.0,0.0,0.659,0,0,797,1543,1.0,0.614,0.985,0.756,0.784,785,494,12,1049,,,,,,,,,,0.89,0.946,2025-10-15T22:49:40.399022Z,469e3616267207698b94bf924f4e309fbb95ddcb,TylerSchwenksPC,tyler,experiments\stage4_040,,0.0,15000.0,0.0,15000.0,1.0,,778.0,,0.0,0.0,False,0.0,0.0,0.0005,,512.0,True,0.25,True,repeat,0.3
stage4_041,456,50.0,32.0,4.0,0.2,False,data/manifest.csv,True,True,,"['high', 'medium']","['grunt', 'growl', 'both']",data\splits,['train'],data\manifest.csv,456.0,2017.0,2017.0,245.0,1772.0,82.0,1157.0,2017.0,0.5,0.0,0.0,0.0,0.68,0,0,959,2036,1.0,0.468,0.618,0.533,0.652,593,675,366,1361,,,,,,,,,,0.643,0.766,0.5,0.0,0.0,0.0,0.476,0,0,1869,1697,1.0,0.618,0.33,0.43,0.542,617,382,1252,1315,,,,,,,,,,0.552,0.507,2025-10-15T23:13:16.011152Z,469e3616267207698b94bf924f4e309fbb95ddcb,TylerSchwenksPC,tyler,experiments\stage4_041,,0.0,15000.0,0.0,15000.0,1.0,,778.0,,0.0,0.0,False,0.0,0.0,0.0005,,512.0,True,0.25,True,repeat,0.3
stage4_042,789,50.0,32.0,4.0,0.2,False,data/manifest.csv,True,True,,"['high', 'medium']","['grunt', 'growl', 'both']",data\splits,['train'],data\manifest.csv,789.0,2017.0,2017.0,245.0,1772.0,82.0,1157.0,2017.0,0.5,0.0,0.0,0.0,0.647,0,0,1043,1915,1.0,0.709,0.952,0.813,0.845,993,408,50,1507,0.7,0.902,0.158,0.269,0.697,165.0,18.0,878.0,1897.0,0.92,0.946,0.5,0.0,0.0,0.0,0.468,0,0,1871,1647,1.0,0.76,0.945,0.843,0.812,1768,558,103,1089,,,,,,,,,,0.834,0.83,2025-10-15T23:33:58.678423Z,469e3616267207698b94bf924f4e309fbb95ddcb,TylerSchwenksPC,tyler,experiments\stage4_042,,0.0,15000.0,0.0,15000.0,1.0,,778.0,,0.0,0.0,False,0.0,0.0,0.0005,,512.0,True,0.25,True,repeat,0.3
stage4_043,123,50.0,32.0,4.0,0.2,False,data/manifest.csv,True,True,,"['high', 'medium']","['grunt', 'growl', 'both']",data\splits,['train'],data\manifest.csv,123.0,2017.0,2017.0,245.0,1772.0,82.0,1157.0,2017.0,0.5,0.0,0.0,0.0,0.62,0,0,1315,2146,1.0,0.73,0.69,0.709,0.785,907,335,408,1811,,,,,,,,,,0.76,0.796,0.5,0.0,0.0,0.0,0.432,0,0,2652,2013,1.0,0.797,0.755,0.775,0.751,2002,510,650,1503,,,,,,,,,,0.75,0.655,2025-10-15T23:54:21.560769Z,469e3616267207698b94bf924f4e309fbb95ddcb,TylerSchwenksPC,tyler,experiments\stage4_043,,0.0,15000.0,0.0,15000.0,1.0,,778.0,,0.0,0.0,False,0.0,0.0,0.0005,,512.0,True,0.25,True,repeat,0.5
stage4_044,456,50.0,32.0,4.0,0.2,False,data/manifest.csv,True,True,,"['high', 'medium']","['grunt', 'growl', 'both']",data\splits,['train'],data\manifest.csv,456.0,2017.0,2017.0,245.0,1772.0,82.0,1157.0,2017.0,0.5,0.0,0.0,0.0,0.793,0,0,543,2082,0.95,0.443,0.709,0.545,0.755,385,485,158,1597,,,,,,,,,,0.814,0.949,0.5,0.0,0.0,0.0,0.545,0,0,1454,1741,1.0,0.574,0.987,0.726,0.661,1435,1065,19,676,,,,,,,,,,0.733,0.806,2025-10-16T00:14:20.685625Z,469e3616267207698b94bf924f4e309fbb95ddcb,TylerSchwenksPC,tyler,experiments\stage4_044,,0.0,15000.0,0.0,15000.0,1.0,,778.0,,0.0,0.0,False,0.0,0.0,0.0005,,512.0,True,0.25,True,repeat,0.5
stage4_045,789,50.0,32.0,4.0,0.2,False,data/manifest.csv,True,True,,"['high', 'medium']","['grunt', 'growl', 'both']",data\splits,['train'],data\manifest.csv,789.0,2017.0,2017.0,245.0,1772.0,82.0,1157.0,2017.0,0.5,0.0,0.0,0.0,0.624,0,0,827,1374,1.0,0.592,0.861,0.702,0.725,712,490,115,884,,,,,,,,,,0.773,0.834,0.5,0.0,0.0,0.0,0.474,0,0,1517,1367,1.0,0.642,0.882,0.743,0.679,1338,746,179,621,,,,,,,,,,0.66,0.66,2025-10-16T00:34:17.141012Z,469e3616267207698b94bf924f4e309fbb95ddcb,TylerSchwenksPC,tyler,experiments\stage4_045,,0.0,15000.0,0.0,15000.0,1.0,,778.0,,0.0,0.0,False,0.0,0.0,0.0005,,512.0,True,0.25,True,repeat,0.5
stage4_046,123,50.0,32.0,4.0,0.2,False,data/manifest.csv,True,True,,"['high', 'medium']","['grunt', 'growl', 'both']",data\splits,['train'],data\manifest.csv,123.0,2017.0,2017.0,245.0,1772.0,82.0,1157.0,2017.0,0.5,0.0,0.0,0.0,0.653,0,0,1146,2152,1.0,0.464,0.773,0.58,0.611,886,1024,260,1128,,,,,,,,,,0.643,0.761,0.5,0.0,0.0,0.0,0.475,0,0,2013,1822,1.0,0.656,0.723,0.688,0.656,1456,763,557,1059,,,,,,,,,,0.638,0.599,2025-10-16T00:54:20.905580Z,469e3616267207698b94bf924f4e309fbb95ddcb,TylerSchwenksPC,tyler,experiments\stage4_046,,0.0,15000.0,0.0,15000.0,1.0,,778.0,,0.0,0.0,False,0.0,0.0,0.0005,,512.0,True,0.25,True,linear,0.0
stage4_047,456,50.0,32.0,4.0,0.2,False,data/manifest.csv,True,True,,"['high', 'medium']","['grunt', 'growl', 'both']",data\splits,['train'],data\manifest.csv,456.0,2017.0,2017.0,245.0,1772.0,82.0,1157.0,2017.0,0.5,0.0,0.0,0.0,0.695,0,0,663,1510,0.8,0.609,0.964,0.746,0.8,639,411,24,1099,,,,,,,,,,0.863,0.949,0.5,0.0,0.0,0.0,0.532,0,0,1074,1222,0.85,0.73,0.983,0.838,0.822,1056,391,18,831,,,,,,,,,,0.831,0.899,2025-10-16T01:15:08.124922Z,469e3616267207698b94bf924f4e309fbb95ddcb,TylerSchwenksPC,tyler,experiments\stage4_047,,0.0,15000.0,0.0,15000.0,1.0,,778.0,,0.0,0.0,False,0.0,0.0,0.0005,,512.0,True,0.25,True,linear,0.0
stage4_048,789,50.0,32.0,4.0,0.2,False,data/manifest.csv,True,True,,"['high', 'medium']","['grunt', 'growl', 'both']",data\splits,['train'],data\manifest.csv,789.0,2017.0,2017.0,245.0,1772.0,82.0,1157.0,2017.0,0.5,0.0,0.0,0.0,0.673,0,0,878,1803,1.0,0.617,0.97,0.755,0.793,852,528,26,1275,,,,,,,,,,0.852,0.929,0.5,0.0,0.0,0.0,0.496,0,0,1602,1575,1.0,0.728,0.979,0.835,0.805,1568,585,34,990,,,,,,,,,,0.818,0.857,2025-10-16T01:35:28.670838Z,469e3616267207698b94bf924f4e309fbb95ddcb,TylerSchwenksPC,tyler,experiments\stage4_048,,0.0,15000.0,0.0,15000.0,1.0,,778.0,,0.0,0.0,False,0.0,0.0,0.0005,,512.0,True,0.25,True,linear,0.0
stage4_049,123,50.0,32.0,4.0,0.2,False,data/manifest.csv,True,True,,"['high', 'medium']","['grunt', 'growl', 'both']",data\splits,['train'],data\manifest.csv,123.0,2017.0,2017.0,245.0,1772.0,82.0,1157.0,2017.0,0.5,0.0,0.0,0.0,0.666,0,0,842,1677,1.0,0.629,0.985,0.768,0.801,829,489,13,1188,,,,,,,,,,0.844,0.931,0.5,0.0,0.0,0.0,0.52,0,0,1445,1565,1.0,0.685,0.945,0.794,0.764,1365,629,80,936,,,,,,,,,,0.745,0.801,2025-10-16T01:55:20.077964Z,469e3616267207698b94bf924f4e309fbb95ddcb,TylerSchwenksPC,tyler,experiments\stage4_049,,0.0,15000.0,0.0,15000.0,1.0,,778.0,,0.0,0.0,False,0.0,0.0,0.0005,,512.0,True,0.25,True,linear,0.3
stage4_050,456,50.0,32.0,4.0,0.2,False,data/manifest.csv,True,True,,"['high', 'medium']","['grunt', 'growl', 'both']",data\splits,['train'],data\manifest.csv,456.0,2017.0,2017.0,245.0,1772.0,82.0,1157.0,2017.0,0.5,0.0,0.0,0.0,0.644,0,0,1224,2211,1.0,0.356,1.0,0.525,0.356,1224,2211,0,0,,,,,,,,,,0.641,0.771,0.5,0.0,0.0,0.0,0.479,0,0,2089,1924,1.0,0.521,1.0,0.685,0.521,2089,1924,0,0,,,,,,,,,,0.464,0.448,2025-10-16T02:15:24.288131Z,469e3616267207698b94bf924f4e309fbb95ddcb,TylerSchwenksPC,tyler,experiments\stage4_050,,0.0,15000.0,0.0,15000.0,1.0,,778.0,,0.0,0.0,False,0.0,0.0,0.0005,,512.0,True,0.25,True,linear,0.3
stage4_051,789,50.0,32.0,4.0,0.2,False,data/manifest.csv,True,True,,"['high', 'medium']","['grunt', 'growl', 'both']",data\splits,['train'],data\manifest.csv,789.0,2017.0,2017.0,245.0,1772.0,82.0,1157.0,2017.0,0.5,0.0,0.0,0.0,0.68,0,0,811,1720,1.0,0.6,0.977,0.744,0.784,792,527,19,1193,,,,,,,,,,0.839,0.928,0.5,0.0,0.0,0.0,0.467,0,0,1681,1475,1.0,0.752,0.956,0.842,0.808,1607,531,74,944,,,,,,,,,,0.753,0.793,2025-10-16T02:35:42.512277Z,469e3616267207698b94bf924f4e309fbb95ddcb,TylerSchwenksPC,tyler,experiments\stage4_051,,0.0,15000.0,0.0,15000.0,1.0,,778.0,,0.0,0.0,False,0.0,0.0,0.0005,,512.0,True,0.25,True,linear,0.3
stage4_052,123,50.0,32.0,4.0,0.2,False,data/manifest.csv,True,True,,"['high', 'medium']","['grunt', 'growl', 'both']",data\splits,['train'],data\manifest.csv,123.0,2017.0,2017.0,245.0,1772.0,82.0,1157.0,2017.0,0.5,0.0,0.0,0.0,0.987,0,0,17,1282,0.75,0.364,0.471,0.41,0.982,8,14,9,1268,,,,,,,,,,0.935,0.999,0.5,0.0,0.0,0.0,0.969,0,0,30,945,0.95,0.613,0.633,0.623,0.976,19,12,11,933,0.6,1.0,0.067,0.125,0.971,2.0,0.0,28.0,945.0,0.97,0.998,2025-10-16T02:54:48.242530Z,469e3616267207698b94bf924f4e309fbb95ddcb,TylerSchwenksPC,tyler,experiments\stage4_052,,0.0,15000.0,0.0,15000.0,1.0,,778.0,,0.0,0.0,False,0.0,0.0,0.0005,,512.0,True,0.25,True,linear,0.5
stage4_053,456,50.0,32.0,4.0,0.2,False,data/manifest.csv,True,True,,"['high', 'medium']","['grunt', 'growl', 'both']",data\splits,['train'],data\manifest.csv,456.0,2017.0,2017.0,245.0,1772.0,82.0,1157.0,2017.0,0.5,0.0,0.0,0.0,0.741,0,0,724,2072,1.0,0.519,0.965,0.675,0.759,699,649,25,1423,,,,,,,,,,0.865,0.948,0.5,0.0,0.0,0.0,0.484,0,0,1811,1696,1.0,0.718,0.963,0.822,0.785,1744,686,67,1010,,,,,,,,,,0.754,0.799,2025-10-16T03:14:31.033677Z,469e3616267207698b94bf924f4e309fbb95ddcb,TylerSchwenksPC,tyler,experiments\stage4_053,,0.0,15000.0,0.0,15000.0,1.0,,778.0,,0.0,0.0,False,0.0,0.0,0.0005,,512.0,True,0.25,True,linear,0.5
stage4_054,789,50.0,32.0,4.0,0.2,False,data/manifest.csv,True,True,,"['high', 'medium']","['grunt', 'growl', 'both']",data\splits,['train'],data\manifest.csv,789.0,2017.0,2017.0,245.0,1772.0,82.0,1157.0,2017.0,0.5,0.0,0.0,0.0,0.716,0,0,610,1535,1.0,0.49,0.997,0.657,0.703,608,634,2,901,,,,,,,,,,0.869,0.952,0.5,0.0,0.0,0.0,0.515,0,0,1043,1109,1.0,0.646,0.992,0.783,0.733,1035,566,8,543,,,,,,,,,,0.893,0.923,2025-10-16T03:34:09.092968Z,469e3616267207698b94bf924f4e309fbb95ddcb,TylerSchwenksPC,tyler,experiments\stage4_054,,0.0,15000.0,0.0,15000.0,1.0,,778.0,,0.0,0.0,False,0.0,0.0,0.0005,,512.0,True,0.25,True,linear,0.5
stage4_055,123,50.0,32.0,4.0,0.2,False,data/manifest.csv,True,False,,"['high', 'medium']","['grunt', 'growl', 'both']",data\splits,['train'],data\manifest.csv,123.0,2017.0,8525.0,245.0,1772.0,82.0,1157.0,8525.0,0.5,0.0,0.0,0.0,0.688,0,0,996,2197,1.0,0.065,0.02,0.031,0.605,20,286,976,1911,,,,,,,,,,0.446,0.664,0.5,0.0,0.0,0.0,0.484,0,0,1904,1784,1.0,0.066,0.006,0.011,0.445,11,155,1893,1629,,,,,,,,,,0.46,0.463,2025-10-16T04:10:35.217528Z,469e3616267207698b94bf924f4e309fbb95ddcb,TylerSchwenksPC,tyler,experiments\stage4_055,,0.0,15000.0,0.0,15000.0,1.0,,778.0,,0.0,0.0,False,0.0,0.0,0.0005,,512.0,True,0.25,True,repeat,0.0
stage4_056,456,50.0,32.0,4.0,0.2,False,data/manifest.csv,True,False,,"['high', 'medium']","['grunt', 'growl', 'both']",data\splits,['train'],data\manifest.csv,456.0,2017.0,8525.0,245.0,1772.0,82.0,1157.0,8525.0,0.5,0.0,0.0,0.0,0.637,0,0,906,1588,1.0,0.534,1.0,0.696,0.683,906,791,0,797,,,,,,,,,,0.725,0.873,0.5,0.0,0.0,0.0,0.457,0,0,1870,1572,1.0,0.653,1.0,0.79,0.712,1870,993,0,579,,,,,,,,,,0.648,0.732,2025-10-16T04:47:31.907490Z,469e3616267207698b94bf924f4e309fbb95ddcb,TylerSchwenksPC,tyler,experiments\stage4_056,,0.0,15000.0,0.0,15000.0,1.0,,778.0,,0.0,0.0,False,0.0,0.0,0.0005,,512.0,True,0.25,True,repeat,0.0
stage4_057,789,50.0,32.0,4.0,0.2,False,data/manifest.csv,True,False,,"['high', 'medium']","['grunt', 'growl', 'both']",data\splits,['train'],data\manifest.csv,789.0,2017.0,8525.0,245.0,1772.0,82.0,1157.0,8525.0,0.5,0.0,0.0,0.0,0.656,0,0,978,1867,1.0,0.47,0.999,0.639,0.613,977,1101,1,766,,,,,,,,,,0.597,0.817,0.5,0.0,0.0,0.0,0.48,0,0,1888,1746,1.0,0.622,0.999,0.767,0.685,1886,1144,2,602,,,,,,,,,,0.645,0.738,2025-10-16T05:25:08.940774Z,469e3616267207698b94bf924f4e309fbb95ddcb,TylerSchwenksPC,tyler,experiments\stage4_057,,0.0,15000.0,0.0,15000.0,1.0,,778.0,,0.0,0.0,False,0.0,0.0,0.0005,,512.0,True,0.25,True,repeat,0.0
